文物名称,时代,图片链接,分类,窑口,文物简介
乾隆款斗彩勾莲纹“寿”字纹葫芦瓶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/24030.jpg,斗彩,景德镇窑,乾隆款斗彩勾莲纹“寿”字纹葫芦瓶，清乾隆，高33.1厘米，口径3.6厘米，足径8厘米。瓶葫芦形、小口、短颈、圏足。通体饰斗彩缠枝莲纹，并饰红蝠、篆体“寿”字纹，象征福寿绵长。圈足内施白釉。外底署青花篆体“大清乾隆年制”六字三行款。
乾隆款胭脂红蓝地轧道珐琅彩折枝花纹合欢瓶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/24207.jpg,珐琅彩,景德镇窑,乾隆款胭脂红蓝地轧道珐琅彩折枝花纹合欢瓶，清乾隆，高16.8厘米，口径6.8厘米，足径7.5厘米。瓶体双联式、盘口、短颈、溜肩、圆腹、束胫、圈足微外撇。附双联式盖，盖顶置宝珠形钮。瓶内壁施松石绿釉。外壁在胭脂红、蓝地上装饰轧道工艺，并彩绘折枝花卉纹。外底施白釉，自右向左署蓝料彩篆体“大清乾隆年制”六字单行款。此瓶造型优美，设计精巧，在清代宫廷档案中被称为“合欢瓶”。轧道工艺是在珐琅彩色地上用铁锥划出细如毫芒、宛如凤尾状的花卉纹，为乾隆时期创制的装饰技法。在轧道地上绘花卉图案，具有铜胎画珐琅的艺术效果。此种工艺颇为费工，清宫内务府记事档中称这种新创纹饰为“锦上添花”。
乾隆款珐琅彩勾莲纹象耳瓶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/24141.jpg,珐琅彩,景德镇窑,乾隆款珐琅彩勾莲纹象耳瓶，清乾隆，高14.4厘米，口径5.3厘米，足径6.2厘米。瓶撇口、短颈、圆腹、圈足。内施松石绿釉。外壁以金彩绘7道弦纹，肩部两侧对称置鎏金象耳衔环铺首。主题纹饰为金彩锦纹地上绘宝相花纹。外底施松石绿釉，署青花篆体“乾隆年制”四字双行款，外围青花双方栏。此瓶装饰繁缛华丽，体现了乾隆晚期瓷器的装饰风格。乾隆晚期的珐琅彩工艺多采用百花地、色地轧道及仿鎏金工艺，与雍正白胎珐琅彩清新典雅的风格形成鲜明对比。
乾隆款青花釉里红云龙纹天球瓶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/24040.jpg,釉下彩,景德镇窑,乾隆款青花釉里红云龙纹天球瓶，清乾隆，高47厘米，口径10.7厘米，足径15.5厘米。瓶直口、长颈、腹浑圆似球、圈足。内施白釉，外壁以青花、釉里红绘云龙出海。外底署青花篆体“大清乾隆年制”六字三行款。天球瓶是明永乐、宣德时期景德镇窑的创新器形。多以青花装饰。清代雍正、乾隆时期又烧造青花釉里红、斗彩、粉彩等品种。此瓶造型稳重端庄，是乾隆时期官窑瓷器中比较常见的器形。图案画法借鉴了清代顺治时期经常使用的“龙身在云中三现”的表现形式，龙身只露出三段，其它部分被浮云遮掩，故称“一身三现”，确有“云从龙”之感。此种斑片云纹，顺治时最为流行。康熙时亦常用，到乾隆时期画面更加写实。
黄地粉彩勾莲纹佛塔,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/24172.jpg,粉彩,景德镇窑,黄地粉彩勾莲纹佛塔，清乾隆，高43厘米 ，底边长18.4厘米。塔常见于佛塔，意为：坟、庙、高显处等。它起源于印度，建塔之原义有三：一是表人胜，二为起信，三为报恩。后为佛教所沿用之，存放诸佛菩萨、祖师、高僧之遗骨舍利或佛经，以彰表其功德，并作供养、膜拜之用。久之成为佛教的器物象征，且逐渐演变，呈现各种形式。这件黄地粉彩勾莲纹瓷塔为藏式塔，顶部饰粉彩如意宝瓶形宝顶，下为宝盖形天盘和十三相轮。十三相轮及塔身施黄釉地，上以粉彩绘勾莲、兽面、璎珞纹等图案。塔身内空，一侧开有欢门，内可放置佛像。塔座呈四方形，施以紫红色釉，并饰有缠枝莲瓣等图案。此塔属供养塔，一般置于佛前供案上，以示观想。该塔制作为分段烧制，后粘合而成。其做工细致，瓷质洁白，釉色晶莹、清透、均匀，莲纹线条流畅、色彩艳丽。据其特征，应是乾隆时期景德镇御窑厂专门为宫廷佛堂烧造的。
乾隆款粉彩婴戏图壮罐,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/24120.jpg,粉彩,景德镇窑,乾隆款粉彩婴戏图壮罐，清乾隆，高14.9厘米，口径5.8厘米，足径5.5厘米。罐直口、短颈、筒形腹、圈足。附拱形盖，盖顶置圆珠钮。罐内壁与外底施松石绿釉。外壁以粉彩婴戏社火图为主题装饰，边饰紫地轧道粉彩仰覆如意云头纹。图中婴孩在园景中有的举灯、骑马，有的敲鼓、打镲、吹号，有的举狮戏球、燃放爆竹，一派喜气洋洋、热闹非凡的场面。外底署红彩篆体“大清乾隆年制”六字三行款。婴戏图在唐代长沙窑瓷器上已经出现，至宋、金时期磁州窑枕面上多见。唐、宋、金瓷器上的婴戏图主要反映民间生活场景，人物、动作、场景单一，系民窑产品。明代这种喜闻乐见的纹饰被官窑瓷器吸收采纳，将表现人物与场景扩大，发展至清代逐步成为官窑瓷器上的一种程式化的象征图案，寓意喜庆太平。
乾隆款青花八仙过海图葫芦瓶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/24036.jpg,釉下彩,景德镇窑,乾隆款青花八仙过海图葫芦瓶，清乾隆，高57.5厘米，口径15.5厘米，足径21厘米。瓶呈葫芦形、撇口、短直颈、圈足外撇。内施白釉，外壁青花装饰。颈部对称置夔凤耳，绘如意云纹、璎珞纹、蕉叶纹、回纹。上腹绘画吉祥云蝠纹，下腹绘主题纹样“八仙过海”。八仙身披彩霞、足踏祥云漫步海面。瓶足边绘锦地四蝠纹。圈足内施白釉。外底署青花篆体“大清乾隆年制” 六字三行款。因“葫芦”与“福禄”音近，故葫芦瓶寓意“福禄”，具有“祝福”的含意。葫芦瓶是明、清时期瓷器中比较多见的造型。此器配有八仙图案，寓意“八仙祝福”。
乾隆款黄地开光粉彩山水人物图四方茶壶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/24135.jpg,粉彩,景德镇窑,乾隆款黄地开光粉彩山水人物图四方茶壶，清乾隆，通高15.9厘米，口径6厘米，足径6.2厘米。茶壶呈四方形、长弯流、耳形柄、方足。壶盖隆起三层台形，盖顶置宝珠形钮。壶内壁施白釉，外壁黄色粉彩轧道上绘折枝莲纹。四面各有椭圆形开光，前后二开光内分别绘折枝牡丹和折枝梅花，左右二开光内绘山水楼阁图，分别题诗“峰黛疑灵鹫，波光是若耶”、“漫步天街草，闲探上苑花”。外底施松石绿釉，署蓝料彩篆体“乾隆年制”四字双行款，外围蓝料彩单线方栏。此件茶壶开光内绘山水、花卉等图案，并配上御题诗。开光外绘锦地洋花纹饰，锦地与开光形成主次、疏密等多种变化，在繁缛的“锦上添花”中突出了亮点。
乾隆款粉彩折枝花卉纹灯笼瓶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/24176.jpg,粉彩,景德镇窑,乾隆款粉彩折枝花卉纹灯笼瓶，清乾隆，高24.6厘米，口径8.2厘米，足径8.2厘米。瓶撇口、短颈、溜肩、筒形腹、圈足。因形如灯笼，故称“灯笼瓶”。瓶内壁施松石绿釉，外壁锦地上错落有致地描绘莲花、牡丹、月季等纹饰。外底施松石绿釉，署青花篆体“大清乾隆年制”六字三行款。灯笼瓶的造型源于明初，清乾隆以后颇为流行。
乾隆款胭脂红彩山水图瓶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/24119.jpg,珐琅彩,景德镇窑,乾隆款胭脂红彩山水图瓶，清乾隆，高9.6厘米，口径2.2厘米，足径2.2厘米。瓶撇口、细颈、折肩、筒形腹、圈足。外壁以胭脂彩描绘田园山水，图中山林尽染，屋舍、小桥旁携琴访友的隐士漫步于山林。瓶颈、肩空白处题“晚峰晴露巅”五言诗句，上首“旭映”，下首“山”、“高”等三印章。外底署蓝料彩楷体“乾隆年制”四字双行款。胭脂彩料是一种低温釉彩，不透明，彩面有油亮的光泽，是珐琅彩料中的一种。清中期《南窑笔记》中记载：“今之洋色则有胭脂红、羌水红，皆用赤金与水晶料配成，价甚贵。”因用金作主要呈色剂，所以又称“金红”。唐英撰《陶成纪事》中的“新仿西洋紫色器皿”、“西洋红色器皿”即指胭脂彩器。乾隆以后根据实用的要求，对配方加以调整，胭脂彩又成了粉彩中的一种色彩，也可作为一种低温釉彩使用。此件珐琅彩瓷器色彩油亮凝厚，纹饰微微突起，用彩时注意画中景致的远近、深浅、浓淡的变化，笔触精细，立体感很强，应为宫廷名画家所绘。
宜兴窑紫砂胎泥绘烹茶图题乾隆御制诗文执壶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/23453.jpg,紫砂,宜兴窑,宜兴窑紫砂胎泥绘烹茶图题乾隆御制诗文执壶，清乾隆，高15.4厘米，口径5厘米，足径5.8厘米。壶圆筒形、短颈、直腹、长弯流、耳形柄、圈足。附伞形盖，盖顶置圆珠钮。浅粉色砂泥。壶腹一面长方形委角开光内刻乾隆御题诗《雨中烹茶泛卧游书室有作》，句末钤圆形篆体“乾”字印和方形篆体“隆”字印。另一面泥绘庭院烹茶图。幽静的山间庭院中，堂屋内的主人和来访的高士谈兴正浓，琴童穿院而过取琴助兴。厢房内一侍童正对炉煽风煮茶。画面凸凹明显，纹样清晰，此壶是故宫博物院所藏烹茶图紫砂器中最见功力的代表作品，为宫廷紫砂的标准器之一。“卧游书室”是乾隆皇帝游览江南时所乘游船之名。原诗见《清高宗御制诗初集》卷九。
宜兴窑紫砂胎泥绘烹茶图题乾隆御制诗文执壶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/23451.jpg,紫砂,宜兴窑,宜兴窑紫砂胎泥绘烹茶图题乾隆御制诗文执壶，清乾隆，高9厘米，口径5.6厘米，足径6.6厘米。壶扁圆形、鼓腹、弯流、曲柄、圈足。附圆盖隆凸，盖顶置圆珠钮。砂泥呈紫红色，色调纯正，砂质细腻。壶腹一面泥绘松树山石图，另一面长方形开光内题乾隆御题《雨中烹茶泛卧游书室有作》七言诗：“溪烟山雨相空濛，生衣独做杨柳风。竹炉茗椀泛清濑，米家书画将无同。松风泻处生鱼眼，中泠三峡何须辨。清香仙露沁诗脾，座间不觉芳隄转。”句末钤圆形篆体“乾”字及方形篆体“隆”字印章款。此诗作于乾隆皇帝乘船游览江南的途中，时为乾隆七年（1742年）。
宜兴窑紫砂胎黑漆描金菊花图执壶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/23435.jpg,紫砂,宜兴窑,宜兴窑紫砂胎黑漆描金菊花图执壶，清乾隆，高9厘米，口径8厘米，足径7.5厘米。壶扁圆腹、短弯流、环形柄、圈足。附圆盖拱起，该顶置宝珠钮。紫砂内胎，外髹黑漆，黑漆上绘金彩大朵菊花，花儿竞相开放，花叶染为红、绿色，一只蝴蝶在花丛中飞舞。外底刻金彩篆书“大清乾隆年制”六字三行款。此壶的紫砂胎和彩漆结合紧密，底漆乌黑莹亮，将金彩图案衬托得华美富丽。图案微凸，略高于黑漆地，使花纹更富于立体感。在紫砂胎上描金彩漆最需要解决的工艺是漆皮的剥落问题，一旦粘和不好就会成片地剥落。乾隆时期紫砂漆器很好地解决了这个问题。此壶制作精湛，展示了皇室用器精美绝伦的艺术特色。
宜兴窑紫砂胎绿地粉彩描金瓜棱执壶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/23446.jpg,紫砂,宜兴窑,宜兴窑紫砂胎绿地粉彩描金瓜棱执壶，清乾隆，高11.2厘米，口径8厘米，足径8厘米。壶体呈瓜棱形、圆鼓腹、圈足。曲柄，短弯流。附瓜形盖，盖顶置宝珠钮。紫砂内胎，盖及腹部绘绿地描金粉彩莲花、蝙蝠、杂宝纹。通体以金彩为主，其间点缀红、黄、蓝等色，设色艳丽，富丽堂皇。外底署金彩篆书“大清乾隆年制”六字三行款。此壶是先在宜兴烧内胎，进呈宫廷后由造办处再加工，工序为描金、彩画、书款。经如此过程，这件作品才算完成。瓷器装饰发展到乾隆时期出现奢靡绮丽的风气，宫廷紫砂器也深受影响，紫砂胎加彩极为盛行。此壶藏有一对，原存放于皇帝的寝宫养心殿内，是乾隆皇帝喜爱的御用紫砂精品。
宜兴窑紫砂描金题诗山水图方执壶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/23791.jpg,紫砂,宜兴窑,宜兴窑紫砂描金题诗山水图方执壶，清乾隆，高9厘米，口径4.5厘米，底径10厘米。壶方口、蝉肩方体、三弯流、下承四方折角包边足。附四方盖，盖顶置桥形钮。紫色砂泥，通体金彩篆书装饰，腹一面绘金彩山水人物纹，另三面题金彩篆书乾隆御题五言诗《雨中留余山居即景杂咏》节选：“御制雨中留余山居即景径 穿玲珑石，簷挂峥嵘泉。小许亦自佳，昨来龙井边。”壶外底钤印篆体“乾隆年制”四字双行款。此壶的金彩御题诗文笔势古峭，布局适宜，古雅中见富丽，是御用紫砂茗壶的优秀代表作品。
宜兴窑紫砂胎泥绘人物图题乾隆御制诗文执壶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/23517.jpg,紫砂,宜兴窑,宜兴窑紫砂胎泥绘人物图题乾隆御制诗文执壶，清乾隆，高12.5厘米，口径5厘米，足径9.5厘米。壶撇口、束颈、硕腹、阔平底。弯流，螭龙形柄。附伞形盖，盖顶置圆珠钮。腹部两面饰长方形委角开光，一面内题乾隆帝御制诗《惠山听松庵用竹炉煎茶因和明人题者韵即书王绂画卷中》节选，原诗云：“才酌中泠第一泉，惠山聊复事烹煎。品题顿置休惭昔，歌泳羶芗亦赖前。开士幽居如虎跑，舍人文笔拟龙眠。装池更喜商邱荤，法宝僧庵慎弆全。”此诗为乾隆十六年（1751年）所作（参见《清高宗御制诗文集》），壶上只节选了诗的前半部。另一面泥绘烹茶图。此壶造型独特，制作精工，为乾隆时期宫廷壶的一种壶式。
宜兴窑紫砂荷莲纹寿字执壶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/23794.jpg,紫砂,宜兴窑,宜兴窑紫砂荷莲纹寿字执壶，清乾隆，高10.5厘米，口径7.3厘米，足径7.5厘米。壶圆鼓腹、耳形柄、短直流、浅圈足。附圆盖微隆，盖顶置圆珠钮。通体凸雕装饰，盖面饰梅花，肩部饰一周如意云头纹。腹中部环绕细竹纹，将纹饰分为上、下两部分：上半部凸雕20个篆书“寿”字，其字体各异；下半部凸雕池塘荷莲纹。外底署篆书“大清乾隆年制”六字三行款。此壶是特为乾隆皇帝庆寿而向宜兴定制的紫砂茗壶，吉祥喜庆的纹饰设计不落俗套，娴熟精练的浅浮雕技法如行云流水般自然顺畅，造型大气端庄，款识的书写更具有官窑瓷器的特点。
宜兴窑紫砂胎描金泥绘烹茶图题乾隆御制诗文执壶,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/23765.jpg,紫砂,宜兴窑,宜兴窑紫砂胎描金泥绘烹茶图题乾隆御制诗文执壶，清乾隆，高15.8厘米，口径5厘米，足径5.9厘米。壶体呈圆筒形、短颈、长弯流、耳形柄、圈足。附伞形盖，盖顶置宝珠钮。通体在黄粉色的砂泥上施朱红色陶衣，从其班驳的磨损处可见点点粉色胎泥。壶腹一面饰委角长方形开光，内题乾隆皇帝御制诗《雨中烹茶泛卧游书室有作》七言诗：“溪烟山雨相空濛，生衣独做杨柳风。竹炉茗椀泛清濑，米家书画将无同。松风泻处生鱼眼，中泠三峡何须辨。清香仙露沁诗脾，座间不觉芳隄转。” 句末钤圆形篆体“乾”字及方形篆体“隆”字印章款。另一面饰泥绘庭院烹茶图。清乾隆时期的官窑瓷器上流行以御题诗作装饰，诗句内容多为乾隆皇帝围绕器物有感而发，整件作品集诗、书、画、印为一体。这种官窑流行的装饰内容被运用到紫砂器的制作中，由内廷造办处出样在宜兴定制，其中需要上漆、描金的，烧好素胎后送进宫中进行二次加工，光素或印花的则直接在宜兴烧好。此壶印刻的诗句和烹茶图具有宫廷紫砂的典型特色。
